Site,Sp,ID Code,Rep,Tree,IN/OUT,Height,Year,DBH,NYear,NyearQ,sqdbh,ttdbh,sqht
Brighton,WS,S-WS-Mlt,1,26,IN,12.5,10,1.9,10,1,1.378404875,1.534036644,3.535533906
Brighton,WS,S-WS-Mlt,1,26,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,26,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,26,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,1,27,IN,5.4,5,0.3,5,4,0.547722558,0.448140475,2.323790008
Brighton,WS,S-WS-Mlt,1,27,IN,13.1,10,1.9,10,1,1.378404875,1.534036644,3.619392214
Brighton,WS,S-WS-Mlt,1,27,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,27,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,27,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,1,28,IN,1.9,5,0,5,4,0,0,1.378404875
Brighton,WS,S-WS-Mlt,1,28,IN,7.1,10,0.7,10,1,0.836660027,0.788373516,2.664582519
Brighton,WS,S-WS-Mlt,1,28,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,28,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,28,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,1,29,IN,4.9,5,0.3,5,4,0.547722558,0.448140475,2.213594362
Brighton,WS,S-WS-Mlt,1,29,IN,12.6,10,1.7,10,1,1.303840481,1.424402129,3.54964787
Brighton,WS,S-WS-Mlt,1,29,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,29,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,29,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,1,30,OUT,2.5,5,0,5,4,0,0,1.58113883
Brighton,WS,S-WS-Mlt,1,30,OUT,4.7,10,0.2,10,1,0.447213596,0.341995189,2.167948339
Brighton,WS,S-WS-Mlt,1,30,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,30,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,30,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,1,31,OUT,3.5,5,0,5,4,0,0,1.870828693
Brighton,WS,S-WS-Mlt,1,31,OUT,10.2,10,1.7,10,1,1.303840481,1.424402129,3.193743885
Brighton,WS,S-WS-Mlt,1,31,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,31,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,31,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,1,32,OUT,5.6,5,0.4,5,4,0.632455532,0.542883523,2.366431913
Brighton,WS,S-WS-Mlt,1,32,OUT,13.1,10,2.1,10,1,1.449137675,1.639882998,3.619392214
Brighton,WS,S-WS-Mlt,1,32,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,32,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,32,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,1,33,OUT,5.4,5,0.3,5,4,0.547722558,0.448140475,2.323790008
Brighton,WS,S-WS-Mlt,1,33,OUT,12.6,10,2,10,1,1.414213562,1.587401052,3.54964787
Brighton,WS,S-WS-Mlt,1,33,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,33,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,33,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,1,34,OUT,5.8,5,0.4,5,4,0.632455532,0.542883523,2.408318916
Brighton,WS,S-WS-Mlt,1,34,OUT,15.2,10,2.2,10,1,1.483239697,1.691538112,3.898717738
Brighton,WS,S-WS-Mlt,1,34,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,34,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,34,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,1,35,OUT,3.7,5,0,5,4,0,0,1.923538406
Brighton,WS,S-WS-Mlt,1,35,OUT,11,10,1.4,10,1,1.183215957,1.251464949,3.31662479
Brighton,WS,S-WS-Mlt,1,35,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,35,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,35,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,1,36,OUT,6.8,5,0.6,5,4,0.774596669,0.711378661,2.607680962
Brighton,WS,S-WS-Mlt,1,36,OUT,14.9,10,2.4,10,1,1.549193339,1.792561899,3.860051813
Brighton,WS,S-WS-Mlt,1,36,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,1,36,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,1,36,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,1,OUT,4,5,0,5,4,0,0,2
Brighton,WS,S-WS-Mlt,2,1,OUT,13.1,10,1.9,10,1,1.378404875,1.534036644,3.619392214
Brighton,WS,S-WS-Mlt,2,1,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,1,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,1,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,2,OUT,2,5,0,5,4,0,0,1.414213562
Brighton,WS,S-WS-Mlt,2,2,OUT,7.4,10,0.8,10,1,0.894427191,0.861773876,2.720294102
Brighton,WS,S-WS-Mlt,2,2,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,2,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,2,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,3,OUT,4.9,5,0.2,5,4,0.447213596,0.341995189,2.213594362
Brighton,WS,S-WS-Mlt,2,3,OUT,11.2,10,1.6,10,1,1.264911064,1.367980757,3.346640106
Brighton,WS,S-WS-Mlt,2,3,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,3,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,3,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,4,OUT,3.8,5,0,5,4,0,0,1.949358869
Brighton,WS,S-WS-Mlt,2,4,OUT,10.7,10,1.5,10,1,1.224744871,1.310370697,3.271085447
Brighton,WS,S-WS-Mlt,2,4,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,4,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,4,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,5,OUT,,5,,5,4,,,
Brighton,WS,S-WS-Mlt,2,5,OUT,,10,,10,1,,,
Brighton,WS,S-WS-Mlt,2,5,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,5,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,5,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,6,OUT,3.9,5,0,5,4,0,0,1.974841766
Brighton,WS,S-WS-Mlt,2,6,OUT,10.9,10,1.5,10,1,1.224744871,1.310370697,3.301514804
Brighton,WS,S-WS-Mlt,2,6,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,6,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,6,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,7,OUT,4.1,5,0,5,4,0,0,2.024845673
Brighton,WS,S-WS-Mlt,2,7,OUT,8.7,10,1.4,10,1,1.183215957,1.251464949,2.949576241
Brighton,WS,S-WS-Mlt,2,7,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,7,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,7,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,8,IN,6.4,5,0.6,5,4,0.774596669,0.711378661,2.529822128
Brighton,WS,S-WS-Mlt,2,8,IN,15.2,10,2.4,10,1,1.549193339,1.792561899,3.898717738
Brighton,WS,S-WS-Mlt,2,8,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,8,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,8,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,9,IN,3.5,5,0,5,4,0,0,1.870828693
Brighton,WS,S-WS-Mlt,2,9,IN,9.4,10,1.3,10,1,1.140175425,1.191138425,3.065941943
Brighton,WS,S-WS-Mlt,2,9,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,9,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,9,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,10,IN,3.7,5,0,5,4,0,0,1.923538406
Brighton,WS,S-WS-Mlt,2,10,IN,10,10,1.6,10,1,1.264911064,1.367980757,3.16227766
Brighton,WS,S-WS-Mlt,2,10,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,10,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,10,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,11,IN,3.6,5,0,5,4,0,0,1.897366596
Brighton,WS,S-WS-Mlt,2,11,IN,10.6,10,1.6,10,1,1.264911064,1.367980757,3.255764119
Brighton,WS,S-WS-Mlt,2,11,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,11,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,11,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,12,OUT,4.7,5,0.2,5,4,0.447213596,0.341995189,2.167948339
Brighton,WS,S-WS-Mlt,2,12,OUT,13.9,10,1.8,10,1,1.341640787,1.479727245,3.728270377
Brighton,WS,S-WS-Mlt,2,12,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,12,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,12,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,13,OUT,,5,,5,4,,,
Brighton,WS,S-WS-Mlt,2,13,OUT,,10,,10,1,,,
Brighton,WS,S-WS-Mlt,2,13,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,13,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,13,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,14,IN,4.9,5,0.3,5,4,0.547722558,0.448140475,2.213594362
Brighton,WS,S-WS-Mlt,2,14,IN,13.4,10,2.1,10,1,1.449137675,1.639882998,3.660601044
Brighton,WS,S-WS-Mlt,2,14,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,14,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,14,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,15,IN,3.8,5,0,5,4,0,0,1.949358869
Brighton,WS,S-WS-Mlt,2,15,IN,12.4,10,1.6,10,1,1.264911064,1.367980757,3.521363372
Brighton,WS,S-WS-Mlt,2,15,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,15,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,15,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,16,IN,3.7,5,0,5,4,0,0,1.923538406
Brighton,WS,S-WS-Mlt,2,16,IN,11,10,1.5,10,1,1.224744871,1.310370697,3.31662479
Brighton,WS,S-WS-Mlt,2,16,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,16,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,16,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,17,IN,3.9,5,0,5,4,0,0,1.974841766
Brighton,WS,S-WS-Mlt,2,17,IN,12.6,10,1.8,10,1,1.341640787,1.479727245,3.54964787
Brighton,WS,S-WS-Mlt,2,17,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,17,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,17,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,18,OUT,3.8,5,0,5,4,0,0,1.949358869
Brighton,WS,S-WS-Mlt,2,18,OUT,10.2,10,1.5,10,1,1.224744871,1.310370697,3.193743885
Brighton,WS,S-WS-Mlt,2,18,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,18,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,18,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,19,OUT,3.2,5,0,5,4,0,0,1.788854382
Brighton,WS,S-WS-Mlt,2,19,OUT,11,10,1.7,10,1,1.303840481,1.424402129,3.31662479
Brighton,WS,S-WS-Mlt,2,19,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,19,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,19,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,20,IN,5.2,5,0.2,5,4,0.447213596,0.341995189,2.28035085
Brighton,WS,S-WS-Mlt,2,20,IN,13.5,10,1.9,10,1,1.378404875,1.534036644,3.674234614
Brighton,WS,S-WS-Mlt,2,20,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,20,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,20,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,21,IN,3.3,5,0,5,4,0,0,1.816590213
Brighton,WS,S-WS-Mlt,2,21,IN,7.1,10,0.9,10,1,0.948683298,0.932169752,2.664582519
Brighton,WS,S-WS-Mlt,2,21,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,21,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,21,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,22,IN,3.9,5,0,5,4,0,0,1.974841766
Brighton,WS,S-WS-Mlt,2,22,IN,10.6,10,1.3,10,1,1.140175425,1.191138425,3.255764119
Brighton,WS,S-WS-Mlt,2,22,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,22,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,22,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,23,IN,3.4,5,0,5,4,0,0,1.843908892
Brighton,WS,S-WS-Mlt,2,23,IN,11.2,10,1.6,10,1,1.264911064,1.367980757,3.346640106
Brighton,WS,S-WS-Mlt,2,23,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,23,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,23,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,24,OUT,5.6,5,0.3,5,4,0.547722558,0.448140475,2.366431913
Brighton,WS,S-WS-Mlt,2,24,OUT,9.8,10,1.5,10,1,1.224744871,1.310370697,3.130495169
Brighton,WS,S-WS-Mlt,2,24,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,24,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,24,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,25,OUT,4.4,5,0,5,4,0,0,2.097617696
Brighton,WS,S-WS-Mlt,2,25,OUT,11.2,10,1.7,10,1,1.303840481,1.424402129,3.346640106
Brighton,WS,S-WS-Mlt,2,25,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,25,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,25,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,26,IN,4.9,5,0.2,5,4,0.447213596,0.341995189,2.213594362
Brighton,WS,S-WS-Mlt,2,26,IN,13.5,10,2,10,1,1.414213562,1.587401052,3.674234614
Brighton,WS,S-WS-Mlt,2,26,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,26,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,26,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,27,IN,2.9,5,0,5,4,0,0,1.702938637
Brighton,WS,S-WS-Mlt,2,27,IN,8.6,10,1.1,10,1,1.048808848,1.065602237,2.93257566
Brighton,WS,S-WS-Mlt,2,27,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,27,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,27,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,28,IN,4.3,5,0,5,4,0,0,2.073644135
Brighton,WS,S-WS-Mlt,2,28,IN,13.2,10,2.1,10,1,1.449137675,1.639882998,3.633180425
Brighton,WS,S-WS-Mlt,2,28,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,28,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,28,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,29,IN,3.6,5,0,5,4,0,0,1.897366596
Brighton,WS,S-WS-Mlt,2,29,IN,12.1,10,1.9,10,1,1.378404875,1.534036644,3.478505426
Brighton,WS,S-WS-Mlt,2,29,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,29,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,29,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,30,OUT,4.1,5,0,5,4,0,0,2.024845673
Brighton,WS,S-WS-Mlt,2,30,OUT,13.8,10,1.9,10,1,1.378404875,1.534036644,3.714835124
Brighton,WS,S-WS-Mlt,2,30,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,30,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,30,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,31,OUT,5,5,0.3,5,4,0.547722558,0.448140475,2.236067978
Brighton,WS,S-WS-Mlt,2,31,OUT,13.9,10,2,10,1,1.414213562,1.587401052,3.728270377
Brighton,WS,S-WS-Mlt,2,31,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,31,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,31,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,32,OUT,2.6,5,0,5,4,0,0,1.61245155
Brighton,WS,S-WS-Mlt,2,32,OUT,10,10,1.2,10,1,1.095445115,1.129243235,3.16227766
Brighton,WS,S-WS-Mlt,2,32,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,32,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,32,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,33,OUT,3.2,5,0,5,4,0,0,1.788854382
Brighton,WS,S-WS-Mlt,2,33,OUT,12.3,10,2,10,1,1.414213562,1.587401052,3.507135583
Brighton,WS,S-WS-Mlt,2,33,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,33,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,33,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,34,OUT,3.8,5,0,5,4,0,0,1.949358869
Brighton,WS,S-WS-Mlt,2,34,OUT,11.3,10,1.7,10,1,1.303840481,1.424402129,3.361547263
Brighton,WS,S-WS-Mlt,2,34,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,34,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,34,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,35,OUT,3.4,5,0,5,4,0,0,1.843908892
Brighton,WS,S-WS-Mlt,2,35,OUT,11.6,10,1.7,10,1,1.303840481,1.424402129,3.405877273
Brighton,WS,S-WS-Mlt,2,35,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,35,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,35,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,2,36,OUT,3.8,5,0,5,4,0,0,1.949358869
Brighton,WS,S-WS-Mlt,2,36,OUT,11.5,10,1.8,10,1,1.341640787,1.479727245,3.391164992
Brighton,WS,S-WS-Mlt,2,36,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,2,36,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,2,36,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,1,OUT,4.1,5,0,5,4,0,0,2.024845673
Brighton,WS,S-WS-Mlt,3,1,OUT,12.2,10,1.6,10,1,1.264911064,1.367980757,3.492849839
Brighton,WS,S-WS-Mlt,3,1,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,1,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,1,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,2,OUT,,5,,5,4,,,
Brighton,WS,S-WS-Mlt,3,2,OUT,,10,,10,1,,,
Brighton,WS,S-WS-Mlt,3,2,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,2,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,2,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,3,OUT,,5,,5,4,,,
Brighton,WS,S-WS-Mlt,3,3,OUT,,10,,10,1,,,
Brighton,WS,S-WS-Mlt,3,3,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,3,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,3,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,4,OUT,1.6,5,0,5,4,0,0,1.264911064
Brighton,WS,S-WS-Mlt,3,4,OUT,6,10,0.7,10,1,0.836660027,0.788373516,2.449489743
Brighton,WS,S-WS-Mlt,3,4,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,4,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,4,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,5,OUT,4.7,5,0.2,5,4,0.447213596,0.341995189,2.167948339
Brighton,WS,S-WS-Mlt,3,5,OUT,12.1,10,1.7,10,1,1.303840481,1.424402129,3.478505426
Brighton,WS,S-WS-Mlt,3,5,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,5,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,5,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,6,OUT,4.5,5,0,5,4,0,0,2.121320344
Brighton,WS,S-WS-Mlt,3,6,OUT,11.1,10,1.8,10,1,1.341640787,1.479727245,3.33166625
Brighton,WS,S-WS-Mlt,3,6,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,6,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,6,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,7,OUT,5.1,5,0.4,5,4,0.632455532,0.542883523,2.258317958
Brighton,WS,S-WS-Mlt,3,7,OUT,13.7,10,2.1,10,1,1.449137675,1.639882998,3.701351105
Brighton,WS,S-WS-Mlt,3,7,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,7,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,7,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,8,IN,3.8,5,0,5,4,0,0,1.949358869
Brighton,WS,S-WS-Mlt,3,8,IN,12.4,10,1.7,10,1,1.303840481,1.424402129,3.521363372
Brighton,WS,S-WS-Mlt,3,8,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,8,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,8,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,9,IN,4,5,0,5,4,0,0,2
Brighton,WS,S-WS-Mlt,3,9,IN,8.9,10,1,10,1,1,1,2.983286778
Brighton,WS,S-WS-Mlt,3,9,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,9,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,9,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,10,IN,,5,,5,4,,,
Brighton,WS,S-WS-Mlt,3,10,IN,,10,,10,1,,,
Brighton,WS,S-WS-Mlt,3,10,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,10,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,10,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,11,IN,3.8,5,0,5,4,0,0,1.949358869
Brighton,WS,S-WS-Mlt,3,11,IN,9.4,10,1.3,10,1,1.140175425,1.191138425,3.065941943
Brighton,WS,S-WS-Mlt,3,11,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,11,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,11,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,12,OUT,2.4,5,0,5,4,0,0,1.549193339
Brighton,WS,S-WS-Mlt,3,12,OUT,6.6,10,0.6,10,1,0.774596669,0.711378661,2.569046516
Brighton,WS,S-WS-Mlt,3,12,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,12,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,12,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,13,OUT,3.4,5,0,5,4,0,0,1.843908892
Brighton,WS,S-WS-Mlt,3,13,OUT,10.3,10,1.3,10,1,1.140175425,1.191138425,3.209361307
Brighton,WS,S-WS-Mlt,3,13,OUT,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,13,OUT,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,13,OUT,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,14,IN,4.1,5,0,5,4,0,0,2.024845673
Brighton,WS,S-WS-Mlt,3,14,IN,8.7,10,1.1,10,1,1.048808848,1.065602237,2.949576241
Brighton,WS,S-WS-Mlt,3,14,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,14,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,14,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,15,IN,,5,,5,4,,,
Brighton,WS,S-WS-Mlt,3,15,IN,,10,,10,1,,,
Brighton,WS,S-WS-Mlt,3,15,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,15,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,15,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,16,IN,2,5,0,5,4,0,0,1.414213562
Brighton,WS,S-WS-Mlt,3,16,IN,6.5,10,0.7,10,1,0.836660027,0.788373516,2.549509757
Brighton,WS,S-WS-Mlt,3,16,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,16,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,16,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,17,IN,2.3,5,0,5,4,0,0,1.516575089
Brighton,WS,S-WS-Mlt,3,17,IN,7.3,10,0.7,10,1,0.836660027,0.788373516,2.701851217
Brighton,WS,S-WS-Mlt,3,17,IN,,15,,15,0,,,
Brighton,WS,S-WS-Mlt,3,17,IN,,16,,16,0.04,,,
Brighton,WS,S-WS-Mlt,3,17,IN,,27,,27,5.76,,,
Brighton,WS,S-WS-Mlt,3,18,OUT,5.6,5,0.4,5,4,0.632455532,0.542883523,2.366431913
